 ,Label,slice,Saturated,J.D.-2400000,JD_UTC,JD_SOBS,HJD_UTC,BJD_TDB,AIRMASS,ALT_OBJ,CCD-TEMP,EXPTIME,RAOBJ2K,DECOBJ2K,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,Source-Sky_T1,Source_Error_T1,Source_AMag_T1,Source_AMag_Err_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,Source-Sky_C2,Source_Error_C2,Source_AMag_C2,Source_AMag_Err_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,Source-Sky_C3,Source_Error_C3,Source_AMag_C3,Source_AMag_Err_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3
77,DqCep_V_15s_069_out.FIT,69,0,58024.62061,2458024.621,2458024.621,2458024.626,NaN,1.841609,32.779832,5.325188,15,0,0,12,20,30,1.904559,0.21162,4.725461,0.002904,0.000858,0.019166,655.937159,246.550488,246.550488,586681.0592,754.6258,617.389099,129.721261,617.889099,380.778739,1117368.729,914.428156,7.269015,0.001654,1221.931676,39451.5,2673.846916,212.682314,6.600104,7.455876,5.744332,18.40466,0.898533,656.537749,295.186424,657.037749,215.313576,102468.7951,392.596376,9.76,0.004152,261.002906,4080,435.573789,209.871597,6.457968,7.387149,5.528786,20.169471,0.863195,130.689579,392.878012,131.189579,117.621988,484212.2641,644.459606,8.2,0.001444,751.346182,20424.75,1289.28042,218.014349,6.100382,7.029694,5.17107,23.708071,0.806362
78,DqCep_V_15s_070_out.FIT,70,0,58024.62092,2458024.621,2458024.621,2458024.627,NaN,1.838234,32.848154,5.325188,15,0,0,12,20,30,1.902541,0.212525,4.705327,0.002906,0.000862,0.019089,654.608312,246.49802,246.49802,585318.0566,754.452806,628.814162,135.837836,629.314162,374.662164,1113591.513,913.03187,7.270167,0.001657,1219.663354,37499.25,2671.022075,212.762665,6.860377,7.179364,6.541391,36.693367,0.894665,667.956762,301.328181,668.456762,209.171819,102591.4955,393.049501,9.76,0.004152,261.014186,3845,436.251104,209.779811,6.77998,7.20065,6.35931,34.318765,0.884838,142.117078,399.071588,142.617078,111.428412,482726.5612,643.980688,8.2,0.001447,749.597884,23142,1275.763158,217.152278,6.396694,6.714406,6.078982,38.821877,0.785567
79,DqCep_V_15s_071_out.FIT,71,0,58024.62122,2458024.621,2458024.621,2458024.627,NaN,1.835001,32.913861,4.88976,15,0,0,12,20,30,1.897786,0.212504,4.705797,0.0029,0.000863,0.019106,654.482449,246.294216,246.294216,584292.1088,752.537298,641.304559,144.178357,641.804559,366.321643,1108861.218,911.526246,7.272884,0.001658,1216.488524,35854,2666.037058,212.804274,6.779107,7.609907,5.948308,25.892348,0.847625,680.444995,309.629679,680.944995,200.870321,102403.24,392.762564,9.76,0.004156,260.725562,3960.5,436.601111,209.038356,6.797797,7.658741,5.936852,26.004647,0.835961,154.686815,407.252709,155.186815,103.247291,481888.8689,641.911173,8.2,0.001445,750.709583,20521,1279.020971,215.248634,6.310285,7.235185,5.385385,28.113948,0.733492
80,DqCep_V_15s_072_out.FIT,72,0,58024.62153,2458024.622,2458024.621,2458024.627,NaN,1.831663,32.982006,4.88976,15,0,0,12,20,30,1.909659,0.213519,4.68342,0.002917,0.000867,0.019007,654.756358,246.399472,246.399472,582986.4569,751.084986,608.999659,124.072234,609.499659,386.427766,1113305.093,913.168512,7.266112,0.001657,1219.167194,39934,2669.87638,212.249244,6.419928,6.700614,6.139242,33.618044,0.949125,648.207602,289.586462,648.707602,220.913538,102576.6894,393.241484,9.76,0.004154,260.849106,4427.75,435.545806,209.107198,6.343442,6.670275,6.016608,31.724816,0.947134,122.455057,387.46406,122.955057,123.03594,480409.7675,639.913893,8.2,0.001445,750.741268,24995.5,1301.566027,217.119599,5.864891,6.069544,5.660238,39.515446,0.865805
81,DqCep_V_15s_073_out.FIT,73,0,58024.62185,2458024.622,2458024.622,2458024.628,NaN,1.828344,33.050061,5.325188,15,0,0,12,20,30,1.915024,0.212889,4.697279,0.002919,0.000862,0.019024,655.961586,246.918055,246.918055,585223.3615,753.320297,618.35878,129.629236,618.85878,380.870764,1120716.849,915.333102,7.263066,0.001654,1224.381427,41858.5,2720.576063,213.379532,6.075322,6.176355,5.974288,39.431796,0.970363,657.56054,295.082952,658.06054,215.417048,102719.8088,392.858121,9.76,0.004145,261.467953,4572,434.91685,208.661765,5.983667,6.223508,5.743826,32.613764,0.963515,131.816975,392.941384,132.316975,117.558616,482503.5527,642.77054,8.2,0.001445,750.662208,25619.75,1275.773626,215.326258,5.602507,5.716456,5.488558,41.470889,0.890501
82,DqCep_V_15s_074_out.FIT,74,0,58024.62216,2458024.622,2458024.622,2458024.628,NaN,1.825044,33.118024,4.88976,15,0,0,12,20,30,1.905822,0.211535,4.727339,0.002912,0.000862,0.019267,654.557784,245.3648,245.3648,584128.0792,752.861765,626.55876,134.268572,627.05876,376.231428,1113244.261,913.163062,7.268296,0.001657,1219.107854,50395.25,2675.139934,212.210153,5.831532,5.87659,5.786474,41.643011,0.982531,665.755208,299.690826,666.255208,210.809174,101989.4314,392.835272,9.76,0.004174,259.623915,5401,433.716336,208.574103,5.677809,5.878707,5.476911,33.202886,0.968819,139.97455,397.600356,140.47455,112.899644,482138.6478,642.24706,8.2,0.001445,750.705885,29793.25,1275.249451,215.604071,5.277292,5.335329,5.219254,42.733746,0.92255
83,DqCep_V_15s_075_out.FIT,75,0,58024.62246,2458024.622,2458024.622,2458024.628,NaN,1.821884,33.183383,5.325188,15,0,0,12,20,30,1.909408,0.212168,4.713243,0.002916,0.000862,0.019142,654.783187,246.227175,246.227175,583293.9005,751.417408,634.156154,137.899524,634.656154,372.600476,1113745.794,913.591155,7.266255,0.001657,1219.08557,50460.25,2665.554515,212.369947,5.781233,6.04904,5.513427,7.484087,0.990842,673.306647,303.381546,673.806647,207.118454,102095.056,391.68025,9.76,0.004157,260.659188,5293.25,434.903422,209.528022,5.52926,6.003798,5.054721,12.702431,0.964418,147.539952,401.258174,148.039952,109.241826,481198.8444,641.260246,8.2,0.001446,750.395565,27950.25,1281.379425,216.780211,5.202343,5.479065,4.925621,27.738186,0.964964
84,DqCep_V_15s_076_out.FIT,76,0,58024.62277,2458024.623,2458024.623,2458024.629,NaN,1.818621,33.251167,5.325188,15,0,0,12,20,30,1.909593,0.214007,4.672735,0.002907,0.000862,0.018816,656.854414,248.338644,248.338644,584140.4506,749.570131,640.962193,142.090259,641.462193,368.409741,1115470.373,913.812706,7.26615,0.001652,1220.677242,47941.75,2674.627483,212.220478,5.750336,5.774542,5.72613,43.235191,0.9813,680.143358,307.561715,680.643358,202.938285,102973.3368,391.431277,9.76,0.004119,263.06875,5102.5,435.561947,207.74483,5.731049,5.745792,5.716306,44.089696,0.973776,154.440057,405.472436,154.940057,105.027564,481167.1138,639.247164,8.2,0.001441,752.709032,29220.75,1301.032167,214.876154,5.227549,5.24048,5.214619,44.477055,0.926547
85,DqCep_V_15s_077_out.FIT,77,0,58024.62308,2458024.623,2458024.623,2458024.629,NaN,1.815376,33.318857,4.88976,15,0,0,12,20,30,1.881671,0.214349,4.665288,0.002872,0.000864,0.018802,655.071897,248.12838,248.12838,585460.5669,752.060733,646.382298,145.85236,646.882298,364.64764,1101644.348,908.608765,7.282142,0.001656,1212.451818,64626.5,2633.463736,212.267366,5.294218,5.231413,5.357023,305.876469,0.99426,685.573357,311.323673,686.073357,199.176327,103341.7044,393.160368,9.76,0.004123,262.848732,8238,438.696785,209.557751,5.163228,5.220164,5.106291,334.411852,0.998763,159.775547,409.211459,160.275547,101.288541,482118.8625,641.108627,8.2,0.001443,752.008072,44904.25,1284.216741,215.217045,4.659707,4.580498,4.738915,60.432189,0.995611
86,DqCep_V_15s_078_out.FIT,78,0,58024.6234,2458024.623,2458024.623,2458024.629,NaN,1.81215,33.386455,5.325188,15,0,0,12,20,30,1.828878,0.216914,4.610129,0.002794,0.000864,0.018363,654.499256,251.054198,251.054198,589128.2759,753.915072,616.62692,126.106551,617.12692,384.393449,1077443.933,899.371616,7.31304,0.001658,1197.996371,64615.25,2586.098018,212.873496,5.153867,4.975434,5.3323,297.837119,0.984958,655.911623,291.575549,656.411623,218.924451,105011.5393,394.378934,9.76,0.00407,266.270661,8995,439.529185,208.226235,5.622436,5.200241,6.04463,300.170282,0.908921,130.152923,389.711919,130.652923,120.788081,484116.7366,642.53653,8.2,0.00144,753.446246,51765,1287.870575,216.815848,4.39654,4.196247,4.596833,71.618253,0.987118
87,DqCep_V_15s_079_out.FIT,79,0,58024.6237,2458024.624,2458024.624,2458024.629,NaN,1.809061,33.451462,4.88976,15,0,0,12,20,30,1.896643,0.214235,4.667764,0.002895,0.000865,0.018843,655.100626,247.724149,247.724149,586096.8188,754.183856,620.897343,127.475194,621.397343,383.024806,1111616.476,912.826351,7.273538,0.001656,1217.774307,64611.5,2661.889868,213.395427,5.367472,5.260552,5.474392,304.655486,0.987294,660.178368,292.864571,660.678368,217.635429,103408.8179,394.046989,9.76,0.004129,262.427631,6907.75,436.69163,208.918903,5.65311,4.944117,6.362102,279.963091,0.931002,134.483547,391.031525,134.983547,119.468475,482688.001,643.055409,8.2,0.001445,750.616501,43448,1280.102974,216.913544,4.599711,4.496866,4.702556,66.418019,0.995678
88,DqCep_V_15s_080_out.FIT,80,0,58024.62401,2458024.624,2458024.624,2458024.63,NaN,1.80587,33.518877,5.325188,15,0,0,12,20,30,1.882835,0.21289,4.697269,0.002871,0.000859,0.018943,655.806922,247.974537,247.974537,587337.4347,754.118114,623.523449,128.350387,624.023449,382.149613,1105859.659,909.618702,7.281471,0.001654,1215.739801,64613,2686.118009,212.159039,5.261719,4.975469,5.547969,281.305549,0.98619,662.777089,293.787879,663.277089,216.712121,103091.0494,392.479927,9.76,0.004126,262.665788,7518.25,437.481707,208.898449,5.053262,4.790791,5.315733,83.02015,0.988603,137.096365,391.925374,137.596365,118.574626,484246.3853,643.93605,8.2,0.001443,752.010056,43292.5,1279.263736,214.985966,4.595936,4.252091,4.939781,71.322768,0.96496
89,DqCep_V_15s_081_out.FIT,81,0,58024.62432,2458024.624,2458024.624,2458024.63,NaN,1.802698,33.586198,4.88976,15,0,0,12,20,30,1.867706,0.2133,4.688224,0.002861,0.000862,0.018956,652.900967,247.326497,247.326497,583726.0512,751.438165,625.015903,128.556872,625.515903,381.943128,1090228.396,904.760079,7.290231,0.001662,1204.99171,64621.25,2613.825441,212.441309,5.207428,5.035171,5.379686,296.91404,0.987463,664.29691,293.989777,664.79691,216.510223,102620.0826,391.723858,9.76,0.004137,261.970469,8017.75,435.843819,209.30942,4.797919,4.825713,4.770126,318.485216,0.990887,138.620905,392.166475,139.120905,118.333525,481105.9686,641.257932,8.2,0.001446,750.253439,48777.75,1278.243929,216.199849,4.476739,4.343378,4.6101,77.593915,0.995699
90,DqCep_V_15s_082_out.FIT,82,0,58024.62464,2458024.625,2458024.625,2458024.63,NaN,1.799544,33.653425,4.88976,15,0,0,12,20,30,1.880123,0.21432,4.66591,0.002867,0.000862,0.018764,655.866616,248.65786,248.65786,586623.1182,752.475113,627.257065,129.96136,627.757065,380.53864,1102923.416,909.047078,7.283036,0.001654,1213.274254,64615.25,2646.594371,211.884844,5.326071,5.157082,5.495059,296.268347,0.989138,666.543285,295.386201,667.043285,215.113799,103535.5539,393.009793,9.76,0.004114,263.442682,8306,439.382517,208.791083,5.099115,5.09077,5.10746,313.499527,0.996091,140.8909,393.606285,141.3909,116.893715,483087.5643,641.686916,8.2,0.001441,752.839979,44495,1281.690397,215.271933,4.624233,4.447544,4.800922,72.545209,0.991341
91,DqCep_V_15s_083_out.FIT,83,0,58024.62494,2458024.625,2458024.625,2458024.631,NaN,1.796523,33.718073,5.325188,15,0,0,12,20,30,1.884136,0.209581,4.771416,0.002878,0.000856,0.019495,654.751971,244.750674,244.750674,584239.2826,750.88547,630.558515,131.377005,631.058515,379.122995,1100785.976,908.26564,7.280721,0.001657,1211.964791,64618.25,2663.875835,212.23669,5.27212,5.026892,5.517349,292.841057,0.982346,669.900868,296.766336,670.400868,213.733664,101229.7906,391.18242,9.76,0.004188,258.778988,7593.5,432.76766,209.302339,5.022188,5.044771,4.999606,352.15854,0.999913,144.22505,395.059324,144.72505,115.440676,483009.4919,640.940951,8.2,0.00144,753.59437,46575.75,1284.111173,215.506102,4.554664,4.261727,4.8476,79.590745,0.981217
92,DqCep_V_15s_084_out.FIT,84,0,58024.62525,2458024.625,2458024.625,2458024.631,NaN,1.793404,33.785114,5.325188,15,0,0,12,20,30,1.882669,0.212462,4.706733,0.002879,0.00086,0.019057,653.946246,246.983762,246.983762,584007.5895,751.529927,633.978485,132.399094,634.478485,378.100906,1099492.916,908.265335,7.281567,0.001659,1210.541538,64613,2628.165934,211.697988,5.250135,4.993772,5.506497,284.226824,0.98772,673.279757,297.832277,673.779757,212.667723,102336.5864,391.277449,9.76,0.004143,261.544811,7219.5,434.25,207.841623,4.938889,4.82234,5.055439,71.560061,0.996522,147.622993,396.191422,148.122993,114.308578,481671.0031,641.637895,8.2,0.001445,750.689769,50879.75,1275.452643,214.503297,4.563319,4.239791,4.886848,71.471084,0.968744
93,DqCep_V_15s_085_out.FIT,85,0,58024.62556,2458024.626,2458024.625,2458024.631,NaN,1.790302,33.852059,5.325188,15,0,0,12,20,30,1.909155,0.211573,4.726497,0.002904,0.000859,0.019181,657.479522,246.417037,246.417037,587245.9917,753.662063,637.759157,134.223636,638.259157,376.276364,1121143.72,915.120325,7.266399,0.00165,1225.132574,64615.25,2697.5449,211.638648,5.54559,5.31471,5.77647,283.876256,0.991178,677.123743,299.627659,677.623743,210.872341,102548.9054,393.303492,9.76,0.004156,260.737338,6779.25,433.939978,208.061332,5.361903,5.23326,5.490546,88.215474,0.997691,151.427183,397.993498,151.927183,112.506502,484697.0864,642.898801,8.2,0.001439,753.92439,38980.5,1282.683921,215.069193,4.86366,4.624682,5.102638,70.079695,0.983699
94,DqCep_V_15s_086_out.FIT,86,0,58024.62587,2458024.626,2458024.626,2458024.632,NaN,1.787217,33.918908,5.325188,15,0,0,12,20,30,1.913255,0.213608,4.681482,0.002899,0.000854,0.018713,659.965324,250.174604,250.174604,588029.5402,751.261455,642.546755,137.147494,643.046755,373.352506,1125050.701,916.544013,7.264069,0.001644,1227.492281,58249.75,2691.663907,208.108277,5.665948,5.532398,5.799498,279.882433,0.997494,681.874457,302.602681,682.374457,207.897319,103499.3279,390.325482,9.76,0.004087,265.161596,5967,433.022075,204.546738,5.695865,5.769417,5.622313,17.97211,0.998983,156.189681,400.90363,156.689681,109.59637,484530.2123,641.903257,8.2,0.001437,754.833703,31994.25,1279.544604,212.29744,5.032604,4.937291,5.127916,58.179798,0.992727
95,DqCep_V_15s_087_out.FIT,87,0,58024.62618,2458024.626,2458024.626,2458024.632,NaN,1.784264,33.983191,4.88976,15,0,0,12,20,30,1.919138,0.211727,4.72307,0.002902,0.000849,0.018944,661.24474,249.311672,249.311672,588601.7691,750.912305,648.376638,139.273965,648.876638,371.226035,1129608.218,917.347392,7.260736,0.001641,1231.385436,56159.25,2694.286894,206.163067,5.936167,6.187237,5.685096,28.015078,0.977163,687.733842,304.697335,688.233842,205.802665,102847.2117,389.486553,9.76,0.004104,264.05844,5600,429.326159,202.290371,5.848076,6.218943,5.477208,24.958704,0.961509,161.977307,403.055157,162.477307,107.444843,485754.5574,642.004295,8.2,0.001434,756.621975,36188,1281.540839,209.234973,5.249225,5.541491,4.956959,34.868911,0.897248
96,DqCep_V_15s_088_out.FIT,88,0,58024.62649,2458024.626,2458024.626,2458024.632,NaN,1.781213,34.049852,4.88976,15,0,0,12,20,30,1.917492,0.213108,4.692455,0.002898,0.000845,0.018616,661.752234,252.065928,252.065928,587379.8194,748.011179,656.114555,144.092507,656.614555,366.407493,1126295.864,916.263953,7.261668,0.001639,1229.226426,54456,2680.890659,205.515135,5.996029,5.854583,6.137475,54.0502,0.976965,695.475591,309.515055,695.975591,200.984945,103185.6695,385.912448,9.76,0.004053,267.381034,5481.5,437.627563,202.580479,5.85999,5.939966,5.780015,41.495617,0.949979,169.854898,407.894011,170.354898,102.605989,484194.1498,640.77477,8.2,0.001436,755.6386,35779.75,1274.589758,208.08282,5.350941,5.200991,5.500891,50.410599,0.911024
97,DqCep_V_15s_089_out.FIT,89,0,58024.6268,2458024.627,2458024.627,2458024.633,NaN,1.77818,34.116415,4.88976,15,0,0,12,20,30,1.910862,0.213751,4.678337,0.002893,0.000855,0.018723,660.473779,249.867021,249.867021,587004.2213,749.419957,646.506891,94.490737,647.006891,416.009263,1121683.808,912.960432,7.265429,0.001643,1228.622587,39775.75,2760.672551,205.584151,6.628127,7.150608,6.105646,26.985291,0.929044,685.965541,259.937115,686.465541,250.562885,103376.087,390.478813,9.76,0.004093,264.741859,4129.5,431.344027,202.63587,6.605503,7.213795,5.997212,24.999831,0.919277,160.273606,358.518929,160.773606,151.981071,483628.1343,639.653476,8.2,0.001435,756.078334,24719.25,1284.238889,209.509701,6.093404,6.684326,5.502482,30.592079,0.841078
98,DqCep_V_15s_090_out.FIT,90,0,58024.62711,2458024.627,2458024.627,2458024.633,NaN,1.775164,34.182881,4.88976,15,0,0,12,20,30,1.912927,0.212107,4.714607,0.00289,0.000848,0.018856,661.894709,250.026997,250.026997,589552.8377,750.712199,657.107538,100.752331,657.607538,409.747669,1127771.263,916.981145,7.264256,0.001639,1229.873994,42638.75,2695.317881,205.756594,6.634805,7.35676,5.91285,22.97916,0.90428,696.591745,266.14816,697.091745,244.35184,103165.9527,389.5204,9.76,0.004092,264.853786,4132.5,430.478429,202.235171,6.430782,7.332012,5.529552,22.090767,0.853071,170.864949,364.754028,171.364949,145.745972,486386.885,641.749689,8.2,0.001432,757.907473,27075,1281.906733,208.205,6.070669,6.824857,5.316481,27.842631,0.811597
99,DqCep_V_15s_091_out.FIT,91,0,58024.62741,2458024.627,2458024.627,2458024.633,NaN,1.772276,34.246793,4.88976,15,0,0,12,20,30,1.920722,0.21287,4.697708,0.002908,0.000853,0.018822,660.475009,249.586826,249.586826,587142.2192,749.625149,670.988356,107.632302,671.488356,402.867698,1127737.233,917.794107,7.25984,0.001643,1228.74752,32373,2700.872235,205.878356,7.104271,7.119499,7.089043,44.292892,0.969827,710.415781,272.976454,710.915781,237.523546,103048.8505,389.727081,9.76,0.004098,264.412856,3522.75,429.701987,202.221081,6.983507,7.096605,6.870408,39.922977,0.966262,184.801058,371.615122,185.301058,138.884878,484093.3688,640.351987,8.2,0.001435,755.980115,21070.75,1277.960265,209.321482,6.553114,6.545385,6.560842,45.248707,0.926178
100,DqCep_V_15s_092_out.FIT,92,0,58024.62773,2458024.628,2458024.628,2458024.633,NaN,1.769293,34.313067,4.88976,15,0,0,12,20,30,1.939757,0.214229,4.667898,0.002939,0.000857,0.018679,660.041838,249.899972,249.899972,584568.9479,748.490177,682.515145,113.728199,683.015145,396.771801,1133921.742,918.360039,7.249133,0.001644,1234.724611,34556.25,2725.684444,205.858351,6.819894,7.888058,5.751729,351.612252,0.898022,721.899141,279.09752,722.399141,231.40248,103136.8117,389.328078,9.76,0.004091,264.90977,3391.25,428.859341,202.185029,6.728715,8.02787,5.429561,355.427973,0.857821,196.276812,377.632398,196.776812,132.867602,481432.1362,639.266136,8.2,0.001441,753.101266,22765.75,1266.434066,208.341459,6.131931,7.282773,4.981089,359.260079,0.868442
101,DqCep_V_15s_093_out.FIT,93,0,58024.62804,2458024.628,2458024.628,2458024.634,NaN,1.766327,34.379242,5.325188,15,0,0,12,20,30,1.916202,0.211677,4.724178,0.002905,0.000853,0.019039,659.723579,248.13114,248.13114,585506.4173,748.190762,692.68625,120.07235,693.18625,390.42765,1121948.72,914.716201,7.262398,0.001644,1226.553895,32297.75,2688.158739,205.971305,6.881587,7.836482,5.926692,19.847282,0.874785,732.117609,285.524882,732.617609,224.975118,102286.5558,389.414841,9.76,0.004126,262.667328,3282,428.79415,202.996014,6.690211,7.800485,5.579936,18.351669,0.837679,206.494332,384.005306,206.994332,126.494694,483219.8615,638.86266,8.2,0.001434,756.375184,21668.5,1276.825774,207.755284,6.274768,7.345866,5.20367,22.971893,0.772411
102,DqCep_V_15s_094_out.FIT,94,0,58024.62835,2458024.628,2458024.628,2458024.634,NaN,1.763377,34.445318,5.325188,15,0,0,12,20,30,1.929575,0.212873,4.697643,0.00292,0.000855,0.018877,660.714959,248.850659,248.850659,585790.9975,748.309252,701.094014,124.960647,701.594014,385.539353,1130327.596,917.50386,7.254848,0.001642,1231.959499,45684.75,2700.971302,205.766897,6.305704,6.627526,5.983882,13.987287,0.986711,740.454638,290.341067,740.954638,220.158933,102812.8633,390.149351,9.76,0.004112,263.521811,4594.5,431.112472,202.130594,6.110517,6.572674,5.64836,16.818982,0.967364,214.778612,388.9141,215.278612,121.5859,482978.1342,638.553225,8.2,0.001435,756.363158,27303.75,1275.750553,207.214858,5.618794,5.92915,5.308438,30.169285,0.950471
103,DqCep_V_15s_095_out.FIT,95,0,58024.62865,2458024.629,2458024.629,2458024.634,NaN,1.760553,34.508853,4.88976,15,0,0,12,20,30,1.923469,0.210639,4.747466,0.002934,0.000872,0.01966,655.510607,241.478996,241.478996,583809.981,752.836053,708.93221,128.601488,709.43221,381.898512,1122940.144,915.295163,7.258289,0.001655,1226.861224,43454,2678.800661,205.364221,6.068021,6.500596,5.635447,345.7074,0.973903,748.305168,294.026544,748.805168,216.473456,101576.932,398.551643,9.76,0.004252,254.86517,4202.75,425.978477,201.746839,8.995252,9.25986,8.730645,354.134986,0.996396,222.673127,392.536495,223.173127,117.963505,482233.0489,638.685142,8.2,0.001437,755.040343,28796.5,1279.917778,208.28878,5.33319,5.800627,4.865754,3.922923,0.969164
104,DqCep_V_15s_096_out.FIT,96,0,58024.62896,2458024.629,2458024.629,2458024.635,NaN,1.757636,34.574734,5.325188,15,0,0,12,20,30,1.935037,0.212938,4.69621,0.002936,0.000863,0.019034,658.975891,246.733833,246.733833,584451.9086,749.3548,716.260462,132.2667,716.760462,378.2333,1130936.108,918.022983,7.251778,0.001646,1231.925703,34228,2701.980132,205.432432,6.721291,7.709608,5.732974,347.470528,0.899021,755.7399,297.705289,756.2399,212.794711,102603.6402,393.029253,9.76,0.004151,261.058533,3308.5,442.839243,200.277446,9.277843,8.852865,9.702821,280.276493,0.990468,230.079718,396.22417,230.579718,114.27583,481848.2684,638.013026,8.2,0.001437,755.23265,19972,1274.014934,207.978942,6.051365,7.01691,5.085821,355.452699,0.900677
105,DqCep_V_15s_097_out.FIT,97,0,58024.62928,2458024.629,2458024.629,2458024.635,NaN,1.754735,34.640514,4.88976,15,0,0,12,20,30,1.916672,0.209773,4.767067,0.002905,0.000849,0.019303,659.688633,246.953994,246.953994,585548.6061,748.349694,681.50819,46.787674,682.00819,463.712326,1122304.453,914.858247,7.262132,0.001645,1226.752294,61593.25,2682.235099,204.741825,5.517055,5.367303,5.666807,291.249351,0.994587,721.001834,212.194482,721.501834,298.305518,101533.1655,388.639284,9.76,0.004148,261.252965,6558.75,424.976425,202.315975,5.202894,5.320643,5.085145,329.686775,0.991493,195.500415,311.130567,196.000415,199.369433,484015.4406,639.520736,8.2,0.001434,756.840886,42126.25,1278.854535,208.023915,4.700597,4.577639,4.823554,59.078618,0.987726
106,DqCep_V_15s_098_out.FIT,98,0,58024.62959,2458024.63,2458024.63,2458024.635,NaN,1.75185,34.706194,4.88976,15,0,0,12,20,30,1.879903,0.213233,4.689705,0.002862,0.000856,0.018824,656.925207,249.137703,249.137703,585571.6275,749.666604,642.058294,44.576325,642.558294,465.923675,1100818.054,906.578835,7.283163,0.001651,1214.255188,64618.25,2635.039735,204.977806,5.339133,5.021781,5.656485,289.218102,0.977129,681.618604,209.904866,682.118604,300.595134,102917.7446,389.880033,9.76,0.004105,263.972853,7909.5,428.420154,201.729087,5.087043,4.941229,5.232857,300.994209,0.985125,156.122274,309.037486,156.622274,201.462514,482653.8829,640.307408,8.2,0.001439,753.784631,49744.25,1270.123626,209.345862,4.327987,4.000867,4.655107,77.384577,0.972391
107,DqCep_V_15s_099_out.FIT,99,0,58024.62989,2458024.63,2458024.63,2458024.636,NaN,1.749088,34.769346,4.88976,15,0,0,12,20,30,1.943458,0.216182,4.62574,0.002966,0.000867,0.018549,655.272805,249.385941,249.385941,578404.9992,746.459064,550.739581,145.245192,551.239581,365.254808,1124105.767,915.586423,7.247064,0.001656,1227.744033,64615.25,2694.521018,207.561355,5.262992,4.910251,5.615732,279.095181,0.980269,590.411459,310.657365,590.911459,199.842635,102814.0277,388.562765,9.76,0.004096,264.600824,7098.75,432.156111,203.680494,4.986722,4.707283,5.266161,276.686142,0.986813,64.889546,409.958902,65.389546,100.541098,475590.9716,637.353993,8.2,0.001454,746.195956,33814.25,1259.21696,211.659754,4.85436,4.552066,5.156654,76.253206,0.980439
108,DqCep_V_15s_100_out.FIT,100,0,58024.6302,2458024.63,2458024.63,2458024.636,NaN,1.746234,34.834828,5.325188,15,0,0,12,20,30,1.922867,0.216161,4.626182,0.002936,0.000865,0.018515,654.855129,249.862346,249.862346,578525.8073,745.654948,554.106628,144.709199,554.606628,365.790801,1112428,911.013829,7.258629,0.001657,1221.08794,64613,2672.983925,206.402993,5.165668,4.737415,5.593922,279.376826,0.969756,593.696847,310.086059,594.196847,200.413941,102827.4289,387.828164,9.76,0.004087,265.136569,7513.25,429.925885,202.431573,4.746596,4.298068,5.195125,88.0886,0.964756,68.230382,409.444369,68.730382,101.055631,475698.3785,636.859967,8.2,0.001453,746.943446,41154.75,1264.826327,212.396287,4.649183,4.240708,5.057659,77.323213,0.962767
